log_lik,AIC,BIC,alpha1,alpha2,lmbd,beta1,beta2,p,w0,k
-7253.39,14522.78,14577.768864812393,0.172322,0.498826,0.499133,5.70712,2.99068,0.172429,0.565128,-0.004229
