log_lik,AIC,BIC,alpha1,alpha2,lmbd,beta1,beta2,p,w0,k
-7725.99,15467.98,15522.613810837855,0.0185731,0.82626,0.691045,6.33669,2.0644,0.0662214,0.461851,-0.0356391
