participant,condition,trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward
1,story,77,1,0.655889977307792,0.5208783197784022,0.5242515670886849,0.4786736645938188,1,2,0.6506153132650071,2,2,1,2,1.050126100270063,2,1
1,story,78,1,0.6049011969574807,0.5609212913556058,0.5357835043460283,0.4918580815101685,1,2,0.7058691998627182,2,2,1,2,1.1841684720093326,2,1
1,story,79,0,0.5505684914760639,0.5199154090401992,0.5405515123672741,0.4992663242036819,2,1,0.6971134504638029,2,1,2,1,1.0901608641061102,2,0
1,story,80,1,0.5671420597562854,0.5551417826005115,0.5549859101492132,0.5415972664488372,1,2,0.9714476081935572,2,2,1,2,0.6342013343210056,2,1
1,story,81,1,0.579984866859371,0.5964794157090841,0.6125223696095408,0.4897807434916164,1,2,1.0966573860641802,2,2,1,2,0.5730066167607221,2,0
1,story,82,1,0.5715681556430607,0.5581464841022741,0.5868425261755714,0.4936769039268435,1,2,0.8686010780520519,1,1,2,1,0.8986701687654204,1,1
1,story,83,0,0.6021377579452729,0.5532733405409633,0.6012358407524627,0.4996448313435852,2,1,0.5900980324504417,1,2,1,2,1.296359892489818,1,1
1,story,84,1,0.6527667404503018,0.5781258660834704,0.5645223676035995,0.5101033489662572,1,2,1.0789225862772582,2,2,1,2,1.0058591648785296,1,1
1,story,85,1,0.6375459713874887,0.5651123295405656,0.5750931965233363,0.5261064710486302,2,1,0.8724851893584855,2,2,1,2,1.0259228041541064,1,1
1,story,86,1,0.6705989190478263,0.5961370506517688,0.5700840739131432,0.5710186174357987,2,1,0.7123681326274891,2,2,2,1,1.2286520786738038,1,1
1,story,87,1,0.6961118528757196,0.6476498800036322,0.5435262653781694,0.6026915344552457,1,2,0.8370041384514479,2,2,1,2,0.76184964339609,1,1
1,story,88,0,0.6571367767542271,0.6625077796219719,0.5030101765193749,0.596283995981832,2,1,0.6470361690353457,2,1,2,1,1.1897995142826403,1,1
1,story,89,0,0.6428124039453955,0.6688935527374598,0.4641562330256421,0.5827809844429557,1,2,0.6265117642860787,1,2,1,2,1.164332051286692,1,1
1,story,90,1,0.6692290239355055,0.6748238943303737,0.4473385696864223,0.5981225299427395,2,1,0.5858526014562813,2,2,1,2,0.5521865868122404,1,0
1,story,91,1,0.6471530216750551,0.6777810475049063,0.42860059331742417,0.5447882067270147,2,1,0.6242670016881675,1,1,2,1,0.8865477274985096,1,1
1,story,92,1,0.6071559714525929,0.7126036039378703,0.4132937220276261,0.5719773645105548,2,1,0.7761113744581962,1,1,2,1,0.6984650090962532,1,1
1,story,93,0,0.6438229120819485,0.7314348679465698,0.4135363753195642,0.5782971797557208,2,1,0.5823391517151322,1,2,2,1,1.5766737554431531,2,0
1,story,94,1,0.6720803084196659,0.7312213415661794,0.4206676469224848,0.5716785926299743,2,1,0.8930496737730209,1,1,1,2,0.9851096510328716,1,0
1,story,95,1,0.6946755376963228,0.7272276819958319,0.4179955972197118,0.5437295972693059,2,1,0.6546268959873487,1,1,2,1,1.1869535567084313,2,1
1,story,96,1,0.6742312959000981,0.7111709793746491,0.4504701628708537,0.6130060104081017,1,2,0.8638716775694775,1,1,1,2,0.5479712909054797,2,1
1,story,97,1,0.6906137419592824,0.7422185413374508,0.4350510368715257,0.5936689332493938,2,1,0.4930591361899133,1,1,2,1,0.6091069436961334,2,1
1,story,98,1,0.6965577039075602,0.6981356299387937,0.4050309572935018,0.6111143127294182,2,1,0.6888181651893319,1,1,2,1,0.8399670201606568,2,1
1,story,99,1,0.6993699496927889,0.7038831181562134,0.3557253939708014,0.5756209705901734,2,1,0.6873373270354932,1,1,1,2,0.8349450079867893,2,0
1,story,100,0,0.7231470341673354,0.7174972917238767,0.3300123399653199,0.6088490826120587,2,1,0.9156832332291742,2,1,2,1,0.8750014690858734,2,1
1,story,101,1,0.6863879867496254,0.7083472748435728,0.3587410894861953,0.6162635675290217,1,2,0.7161256765712096,1,1,2,1,0.5329061584361625,2,1
1,story,102,1,0.6771177464379394,0.7222292012655415,0.3439786082089093,0.6376776641493302,2,1,0.6589289809435286,1,1,1,2,0.5482361783160741,2,0
1,story,103,0,0.6314256521732411,0.7445853840458786,0.3460974289039713,0.608389387291133,2,1,0.6587804149667136,1,2,1,2,1.1164724108757582,2,1
1,story,104,1,0.618572830713807,0.7351088911995398,0.3900058078975536,0.5792960325617531,2,1,0.7100371836831982,2,2,1,2,0.925889685693619,2,1
1,story,105,1,0.6186271386775558,0.7427532904230275,0.3853179738551837,0.572001435416027,2,1,0.7722296739593729,2,2,2,1,0.5829279913068603,2,0
1,story,106,1,0.6040136839312498,0.7420608562604669,0.3795762258381799,0.5904159231144589,2,1,0.5198914172560762,1,1,1,2,0.7518176730836785,1,1
1,story,107,0,0.6537324792919592,0.7455701601397982,0.3652251357045184,0.5859480110522597,2,1,0.5254709285309218,1,2,1,2,1.2369997989990225,1,0
1,story,108,1,0.6004361867376278,0.7057159643276563,0.3801027815704367,0.5804238476543027,2,1,0.8041632224776549,1,1,2,1,0.9480284270293852,1,0
1,story,109,1,0.611687471628896,0.6675021615050579,0.3795157000440483,0.5442538890780884,2,1,0.5251168412651168,1,1,2,1,0.6132652842898096,2,1
1,story,110,1,0.6251715962609697,0.6620629722386457,0.3636581779488179,0.5392427669136362,1,2,0.8396313152970833,1,1,1,2,0.9871669733920498,2,1
1,story,111,1,0.6484175246276566,0.6843231957747756,0.3647029157483488,0.5553603784671817,2,1,0.7323067112947683,1,1,2,1,0.5069260976179066,2,1
1,story,112,1,0.6581417396146647,0.7246524151010111,0.3775610353549469,0.5616344166435638,1,2,0.7398880963701231,1,1,1,2,0.6100739786243139,2,0
1,story,113,0,0.6585168383611857,0.7262031934409217,0.3779797031312439,0.5445358211581182,2,1,0.6265648020380468,1,2,2,1,0.8617402228965148,2,0
1,story,114,1,0.6572181561475094,0.698316094421636,0.35435982657985177,0.5519152822448183,2,1,0.6565269131942841,1,1,1,2,0.6182146709052176,1,1
1,story,115,0,0.6851490888248614,0.7007459767506258,0.3778467019343984,0.5729608734055234,1,2,0.7684410908777863,1,2,2,1,1.356491444196763,1,0
1,story,116,0,0.7046906808166502,0.6766021111284668,0.42371008564237417,0.6153560934998659,1,2,1.1678717185523055,1,2,1,2,1.094875498397414,1,1
1,story,117,1,0.7266426460211827,0.6907466075782762,0.432197404815299,0.5844681739959348,1,2,0.8391675363145623,2,2,2,1,0.6752269398029966,1,0
1,story,118,0,0.7259076658736285,0.6572726386623575,0.4416970628869361,0.5846260427897578,2,1,0.691494763576884,1,2,2,1,1.0772998118663963,2,1
1,story,119,1,0.7417328422398165,0.6823811493088159,0.4676442108933206,0.6089437382870214,1,2,0.9736676600196006,2,2,2,1,0.5939541181251116,2,0
1,story,120,1,0.7173957755439777,0.6902790130664652,0.4691195043006306,0.6224417478189812,2,1,0.5245442746199842,1,1,2,1,0.6132857761494961,1,0
1,story,121,1,0.7247197226690613,0.6851279297340339,0.4666196154704138,0.6060430627550759,2,1,0.5648357893924185,1,1,1,2,0.6002870065640309,2,1
1,story,122,0,0.7495691380758807,0.6612067574993064,0.4719577142650013,0.6405243200988643,2,1,0.6141166004854313,1,2,1,2,1.4568644864330054,1,1
1,story,123,1,0.7349349150851129,0.6559217078932855,0.4488118061825244,0.6721066531506834,2,1,0.6843036278723957,2,2,1,2,0.5524746782402872,1,0
1,story,124,1,0.7206546629528372,0.7028781623307541,0.4079382261782254,0.6602734930664567,1,2,1.1319329156804088,1,1,2,1,0.4997593713342212,2,1
1,story,125,0,0.7286165321754321,0.6938513290710939,0.3990689804636265,0.6652757927365442,2,1,0.5017654640460023,1,2,2,1,1.2038087133196314,2,1
1,story,126,0,0.6988443909081183,0.6827810620763202,0.3969348879566472,0.6459604012106306,1,2,0.6734233548731936,2,1,2,1,1.1498762502669706,2,1
1,story,127,0,0.7076948261378991,0.6702530719771156,0.3777484974661136,0.6732183881620141,2,1,0.8227041358295537,1,2,2,1,0.9212428553482824,2,1
1,story,128,1,0.7469662639161428,0.6314979674973205,0.3874010854798389,0.6862112164319534,2,1,0.6919091210165789,2,2,2,1,0.5490871931606307,2,1
1,story,129,1,0.7480822073401961,0.5856110166505568,0.3950765696346617,0.6807415358430762,1,2,1.155268924006123,1,1,1,2,0.7166864905302646,2,1
1,story,130,1,0.7469828083108179,0.6194589314638871,0.3852725336755269,0.6877238202010371,2,1,0.9721355922192744,1,1,1,2,1.4760195528497206,2,1
1,story,131,1,0.6882244630191523,0.6421591418992856,0.414627826372378,0.6875886993019531,1,2,0.7253063306889089,1,1,2,1,0.8401616928204021,2,0
1,story,132,0,0.6956347980065154,0.6473900746543301,0.40196155422135815,0.6844776855099926,1,2,0.5881407585784473,2,1,2,1,1.1480877328795032,1,1
1,story,133,1,0.7401499863797387,0.6598361701434081,0.4270619471422826,0.6850386334846534,2,1,0.5787545831708485,1,1,1,2,0.7438794885838433,1,1
1,story,134,1,0.7364464284370715,0.6381347666103623,0.4447692323565921,0.7166488927774015,1,2,0.7179060574844698,1,1,1,2,1.1900526490098855,1,1
1,story,135,0,0.7423708153295252,0.6367261305262872,0.4596269814703667,0.7460780277972275,1,2,1.1563272682451498,1,2,2,1,1.0799947926570894,2,1
