log_lik,AIC,BIC,beta_MB,beta_MF,wWS_MB,wLS_MB,wWS_MF,wLS_MF,w
-3722.66,7459.32,7507.4352567108435,0.593853,0.585673,2.78815,5.82796e-06,4.99397,7.42e-23,0.687871
