log_lik,AIC,BIC,alpha1,alpha2,lmbd,beta_heur,beta_MB_WSLS,wWS_MB,w,p
-3555.83,7127.66,7182.648864812392,0.495078,0.646945,0.60296,0.00416953,19.9948,9.99993,2.57511e-06,0.740127
