log_lik,AIC,BIC,alpha1,alpha2,lmbd,beta_heur,beta_MB_WSLS,wWS_MB,w,p
-3955.83,7927.66,7982.293810837855,0.542655,1.14484,0.855074,0.00595642,19.9171,9.99715,0.541438,0.0203848
