log_lik,AIC,BIC,beta_MB,beta_MF,wWS_MB,wLS_MB,wWS_MF,wLS_MF,w
-3999.36,8012.72,8060.524584483123,3.12666,10.4396,0.434101,0.0230238,4.99968,4.44004e-41,0.998452
