log_lik,AIC,BIC,alpha1,alpha2,lmbd,beta_heur,beta_MB_WSLS,beta_MF_WSLS,wWS_MB,wWS_MF,w,p
-3549.67,7119.34,7188.076081015492,0.332191,0.877406,0.454146,0.0362499,19.9961,9.29202,5.0,1.44072,0.188809,0.642877
