log_lik,AIC,BIC,alpha1,alpha2,lmbd,beta_heur,beta_MB_WSLS,beta_MF_WSLS,wWS_MB,wWS_MF,w,p
-3957.07,7934.14,8002.432263547319,0.55416,1.0,0.874557,0.0207161,20.0,0.439639,5.0,0.000145073,0.577151,0.0155166
